# File:UrbanShare_SSP.csv
# Title: country level urban share from SSP database across SSPs
# Units:ppl, constant 2015 prices
# Source: SSP database
# Column types: cccccnnnnnnnnnn
# ----------
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
NCAR,SSP2_v9_130115,AZE,Population|Urban|Share,%,51.931,58.66378987,63.78356162,67.67043497,70.65075181,72.96825534,74.79699352,76.26016349,77.44554531,78.41650761
NCAR,SSP2_v9_130115,BDI,Population|Urban|Share,%,10.999,14.87675511,19.50728393,24.72119925,30.25282443,35.80586477,41.1238095,46.03174008,50.44147155,54.33320636
NCAR,SSP2_v9_130115,BEL,Population|Urban|Share,%,97.411,97.67717226,97.91656493,98.13175747,98.32510353,98.49874616,98.65463294,98.79453089,98.92004081,99.03261096
NCAR,SSP2_v9_130115,BEN,Population|Urban|Share,%,42.044,48.46316657,54.1562787,59.0772275,63.27225819,66.82862347,69.84297952,72.40581573,74.59556656,76.47762129
NCAR,SSP2_v9_130115,BFA,Population|Urban|Share,%,25.689,33.1029652,40.44195428,47.21175592,53.15734739,58.22588204,62.48168529,66.03606349,69.0068604,71.50048502
NCAR,SSP2_v9_130115,BGD,Population|Urban|Share,%,28.067,34.26966574,40.44713959,46.32076172,51.71057749,56.53424502,60.78235095,64.4894822,67.71123015,70.50934413
NCAR,SSP2_v9_130115,BGR,Population|Urban|Share,%,71.458,75.23827593,78.35522487,80.94342357,83.11047235,84.94061826,86.49936733,87.83768249,88.99539702,90.00385804
NCAR,SSP3_v9_130115,BIH,Population|Urban|Share,%,48.621,50.82232666,52.84738997,54.70493869,56.40556725,57.9607544,59.38218262,60.68128164,61.86894174,62.95534994
NCAR,SSP3_v9_130115,BLR,Population|Urban|Share,%,74.695,75.92401845,76.99319929,77.92844075,78.75072152,79.47712929,80.12166688,80.69588133,81.2093548,81.67008833
NCAR,SSP3_v9_130115,BOL,Population|Urban|Share,%,66.545,68.07365939,68.99982636,69.57043097,69.92584305,70.14878444,70.28926268,70.37803504,70.43423587,70.46985753
NCAR,SSP3_v9_130115,BRA,Population|Urban|Share,%,86.529,88.708723,90.21838642,91.32022058,92.15671402,92.81144396,93.33647753,93.76586118,94.12275846,94.4234579
NCAR,SSP3_v9_130115,BWA,Population|Urban|Share,%,61.134,64.03752509,65.89387646,67.103508,67.9034229,68.43809933,68.79820939,69.0420364,69.20773705,69.32063031
NCAR,SSP3_v9_130115,CAF,Population|Urban|Share,%,38.943,40.33304312,41.72470358,43.11545952,44.50286266,45.88455478,47.25828223,48.62190825,49.97342302,51.3109515
NCAR,SSP3_v9_130115,CAN,Population|Urban|Share,%,80.582,83.85301438,86.58707817,88.86448186,90.75755457,92.32928718,93.63342628,94.71525834,95.61264924,96.35711432
NCAR,SSP3_v9_130115,CHE,Population|Urban|Share,%,73.623,74.99080815,76.13223637,77.09246287,77.90613733,78.60011321,79.19542586,79.70872746,80.15333438,80.53999783
NCAR,SSP3_v9_130115,CHL,Population|Urban|Share,%,89.004,91.349002,93.2319382,94.72869258,95.90896492,96.83380121,97.55489528,98.11495891,98.54864567,98.8836904
NCAR,SSP3_v9_130115,CHN,Population|Urban|Share,%,46.955,51.07400676,54.1848174,56.52191168,58.27919137,59.60490546,60.60908367,61.37270001,61.95540767,62.40137587
NCAR,SSP3_v9_130115,CIV,Population|Urban|Share,%,50.561,52.78078847,54.89235769,56.89487852,58.78936832,60.57826402,62.26504732,63.85392758,65.34958233,66.75695061
NCAR,SSP3_v9_130115,CMR,Population|Urban|Share,%,58.397,61.20475799,63.52347488,65.44505296,67.04505644,68.3842265,69.51093465,70.46362695,71.27293014,71.96335556
NCAR,SSP3_v9_130115,COD,Population|Urban|Share,%,35.218,36.18602247,37.24322138,38.39881074,39.66282662,41.0460829,42.56005584,44.21666457,46.02790437,48.00528018
NCAR,SSP3_v9_130115,COG,Population|Urban|Share,%,62.119,64.41014356,66.03631208,67.2048035,68.05316185,68.67421739,69.13182222,69.47067756,69.72255597,69.91032502
NCAR,SSP3_v9_130115,COL,Population|Urban|Share,%,75.071,75.75121474,76.58620948,77.59994844,78.81344732,80.2402674,81.8805502,83.71444054,85.69690882,87.75702819
NCAR,SSP3_v9_130115,CRI,Population|Urban|Share,%,64.417,67.21118755,68.81548493,69.76376431,70.33512093,70.68360497,70.8977945,71.03007768,71.11202163,71.16287778
NCAR,SSP3_v9_130115,CUB,Population|Urban|Share,%,75.225,75.81398386,76.46340698,77.17617772,77.95438245,78.79898802,79.70951934,80.68373355,81.71732229,82.80368442
NCAR,SSP3_v9_130115,CYP,Population|Urban|Share,%,70.32,71.36029832,72.21309876,72.91644912,73.49962004,73.98537032,74.39157939,74.73243077,75.01927766,75.26128246
NCAR,SSP3_v9_130115,CZE,Population|Urban|Share,%,73.541,74.90863613,76.04999115,77.01017646,77.82380541,78.51771299,79.11292655,79.62609628,80.07053991,80.45701181
NCAR,SSP3_v9_130115,DEU,Population|Urban|Share,%,73.849,75.21230363,76.3541475,77.31810907,78.13774024,78.83913465,79.44279662,79.96500377,80.41880609,80.81476417
NCAR,SSP3_v9_130115,DNK,Population|Urban|Share,%,86.866,88.90049694,90.23125381,91.15955709,91.83731158,92.34904719,92.74542654,93.05861926,93.31001723,93.51439172
NCAR,SSP3_v9_130115,DOM,Population|Urban|Share,%,69.181,70.19471667,70.93237864,71.47398599,71.87439123,72.17196609,72.39400423,72.56018283,72.68484073,72.77851476
NCAR,SSP3_v9_130115,DZA,Population|Urban|Share,%,66.497,68.98946784,70.4007495,71.22460882,71.7149458,72.01030929,72.18955144,72.29882266,72.36562472,72.40653408
NCAR,SSP3_v9_130115,ECU,Population|Urban|Share,%,66.947,68.83890347,69.89941895,70.50837716,70.86322313,71.07183231,71.19512179,71.26821744,71.31163604,71.33745556
NCAR,SSP3_v9_130115,EGY,Population|Urban|Share,%,43.402,44.09541094,44.85827964,45.69768911,46.62133434,47.63750526,48.75503099,49.98316767,51.33140706,52.80917731
NCAR,SSP3_v9_130115,ERI,Population|Urban|Share,%,21.577,23.5361619,25.67916358,28.01999568,30.57173206,33.34553759,36.3493494,39.58621037,43.05228745,46.73469774
NCAR,SSP3_v9_130115,ESP,Population|Urban|Share,%,77.396,78.028463,78.6994207,79.40835538,80.15413143,80.93492232,81.74815128,82.59045283,83.45766237,84.34484071
NCAR,SSP3_v9_130115,EST,Population|Urban|Share,%,69.487,70.29424119,70.8879132,71.32763953,71.65512726,71.90004751,72.0838026,72.22200249,72.32613268,72.4047021
NCAR,SSP3_v9_130115,ETH,Population|Urban|Share,%,16.661,19.00474404,21.20968651,23.21512561,24.98795067,26.51908099,27.81703316,28.90123371,29.79650847,30.5291759
NCAR,SSP3_v9_130115,FIN,Population|Urban|Share,%,85.09,87.28193688,89.12655019,90.68355178,92.00184179,93.12136539,94.07477514,94.88883165,95.58554736,96.1831057
NCAR,SSP3_v9_130115,FRA,Population|Urban|Share,%,85.251,87.48313752,89.25855516,90.69540072,91.87595697,92.85876289,93.686335,94.39015573,94.99395525,95.51591315
NCAR,SSP3_v9_130115,GAB,Population|Urban|Share,%,86.028,88.75731801,90.04117856,90.74068928,91.15233935,91.40561013,91.56571653,91.66866635,91.73558985,91.77940289
NCAR,SSP3_v9_130115,GBR,Population|Urban|Share,%,79.638,81.85826484,84.1261332,86.37364449,88.52961685,90.52912462,92.32224769,93.87950696,95.19269897,96.27165223
NCAR,SSP3_v9_130115,GEO,Population|Urban|Share,%,52.747,54.58085712,56.25856295,57.79171059,59.19204151,60.47100452,61.63948121,62.70763158,63.68482296,64.57961453
NCAR,SSP3_v9_130115,GHA,Population|Urban|Share,%,51.471,53.90219414,55.98666902,57.77170768,59.30070851,60.61191634,61.73825298,62.70768125,63.54378204,64.26637682
NCAR,SSP3_v9_130115,GIN,Population|Urban|Share,%,35.361,36.97787197,38.63655586,40.33458828,42.06910427,43.83683565,45.63411632,47.45689542,49.30075869,51.16095865
NCAR,SSP3_v9_130115,GMB,Population|Urban|Share,%,58.149,61.09866922,63.45956695,65.35862651,66.89563159,68.14757476,69.17358016,70.01915972,70.71956076,71.30229559
NCAR,SSP3_v9_130115,GNB,Population|Urban|Share,%,30.003,31.66715053,33.38113487,35.14181385,36.94557199,38.78833326,40.66558641,42.57241978,44.50356547,46.45345209
NCAR,SSP3_v9_130115,GRC,Population|Urban|Share,%,61.414,64.13970553,65.8736463,66.99725322,67.7356515,68.22581884,68.5535085,68.77364874,68.9220338,69.02228161
NCAR,SSP3_v9_130115,GTM,Population|Urban|Share,%,49.458,51.73731394,53.8049566,55.67559284,57.36537322,58.89072246,60.26756825,61.51089049,62.63449193,63.6509142
NCAR,SSP3_v9_130115,HND,Population|Urban|Share,%,51.604,53.43287235,55.12625884,56.69182563,58.13785324,59.47282065,60.70511224,61.84282126,62.89362626,63.86472134
NCAR,SSP3_v9_130115,HRV,Population|Urban|Share,%,57.738,60.13002177,62.14088535,63.83537544,65.26798478,66.48367438,67.51920508,68.40454094,69.1641194,69.81792506
NCAR,SSP3_v9_130115,HTI,Population|Urban|Share,%,52.087,56.16538233,59.26136795,61.61549571,63.41583712,64.8023085,65.87742962,66.71633125,67.37445877,67.8931282
NCAR,SSP3_v9_130115,HUN,Population|Urban|Share,%,68.095,69.41526003,70.20376955,70.68250739,70.97622189,71.15761011,71.27009226,71.34002476,71.38357346,71.41071968
NCAR,SSP3_v9_130115,IDN,Population|Urban|Share,%,44.281,45.44479646,46.67552031,47.97596663,49.34863138,50.79557988,52.31829082,53.91747572,55.59287615,57.34304365
NCAR,SSP3_v9_130115,IND,Population|Urban|Share,%,30.01,31.67417193,33.3881734,35.14886645,36.95263677,38.79540951,40.67267452,42.57952111,44.5106822,46.46058698
NCAR,SSP3_v9_130115,IRL,Population|Urban|Share,%,61.941,64.23148734,65.8577875,67.02656391,67.87514303,68.49630417,68.95390957,69.29268822,69.54444114,69.73205925
NCAR,SSP3_v9_130115,IRN,Population|Urban|Share,%,70.753,71.86888068,72.78871577,73.55180667,74.1884371,74.72218584,75.17160104,75.55141791,75.87345088,76.14725343
NCAR,SSP3_v9_130115,IRQ,Population|Urban|Share,%,66.173,68.16351185,69.45155413,70.30079781,70.8683225,71.25119582,71.51120927,71.68859863,71.81000372,71.8932755
NCAR,SSP3_v9_130115,ISR,Population|Urban|Share,%,91.853,92.18541941,92.50538193,92.81326512,93.10944242,93.39428249,93.66814864,93.93139837,94.18438289,94.4274468
NCAR,SSP3_v9_130115,ITA,Population|Urban|Share,%,68.36,69.76431316,70.65344302,71.22553413,71.59767532,71.84153119,72.002109,72.10819448,72.17843225,72.22500311
NCAR,SSP3_v9_130115,JAM,Population|Urban|Share,%,52.006,53.88226196,55.64638546,57.30210534,58.8540775,60.3075406,61.66805008,62.94127527,64.13284959,65.24826387
NCAR,SSP3_v9_130115,JOR,Population|Urban|Share,%,78.527,80.42318587,82.54516003,84.83385869,87.19687925,89.51874,91.68179032,93.59094562,95.19152931,96.47301813
NCAR,SSP3_v9_130115,JPN,Population|Urban|Share,%,66.833,68.36172148,69.24950123,69.77456091,70.08865594,70.2778745,70.39235612,70.4618026,70.50399769,70.52966018
NCAR,SSP3_v9_130115,KAZ,Population|Urban|Share,%,58.506,61.5357132,63.93266557,65.84024269,67.36905973,68.60305159,69.6057429,70.42542142,71.09907785,71.65531021
NCAR,SSP3_v9_130115,KEN,Population|Urban|Share,%,22.18,24.41430267,26.66778873,28.9136715,31.12743958,33.28781397,35.37730405,37.38238635,39.29337536,41.10407631
NCAR,SSP3_v9_130115,KGZ,Population|Urban|Share,%,34.549,36.10594852,37.72182513,39.39622112,41.12820438,42.91625061,44.7581762,46.65107581,48.59126845,50.57425598
NCAR,SSP3_v9_130115,KHM,Population|Urban|Share,%,20.108,22.08676573,24.06869598,26.02930697,27.94673243,29.80250977,31.58197061,33.27427949,34.87220143,36.37169075
NCAR,SSP3_v9_130115,KOR,Population|Urban|Share,%,82.958,85.6173729,88.01051349,90.11844874,91.93859021,93.48222418,94.7707787,95.8318194,96.69549312,97.39179944
NCAR,SSP3_v9_130115,LAO,Population|Urban|Share,%,33.184,35.06228596,36.90089831,38.69157353,40.42765255,42.10402112,43.71699835,45.26419129,46.74433139,48.15710543
NCAR,SSP3_v9_130115,LBN,Population|Urban|Share,%,87.244,89.09759518,90.3989511,91.35752301,92.08963222,92.66471781,93.12666462,93.50451244,93.81821772,94.08193464
NCAR,SSP3_v9_130115,LBR,Population|Urban|Share,%,47.815,49.53210368,51.20181273,52.82183475,54.39055564,55.90696855,57.37060054,58.78143998,60.13986693,61.4465879
NCAR,SSP3_v9_130115,LBY,Population|Urban|Share,%,77.888,79.84200868,82.03901351,84.41798695,86.88076262,89.30275563,91.55613348,93.53777868,95.18948469,96.50188054
NCAR,SSP3_v9_130115,LKA,Population|Urban|Share,%,14.312,17.23588293,19.60593104,21.36699955,22.59779767,23.42350664,23.96296865,24.30952103,24.52979036,24.66886106
NCAR,SSP3_v9_130115,LSO,Population|Urban|Share,%,26.884,29.2199626,31.60810228,34.0307766,36.47031762,38.90961932,41.33264453,43.72482403,46.07333511,48.36725992
NCAR,SSP3_v9_130115,LTU,Population|Urban|Share,%,66.984,68.44056847,69.29339587,69.8014677,70.10746418,70.29300456,70.4059757,70.47493738,70.51710028,70.54290338
NCAR,SSP3_v9_130115,LVA,Population|Urban|Share,%,67.72,68.98709321,69.6816935,70.06912267,70.28740356,70.41109782,70.48142479,70.52148536,70.54432991,70.5573651
NCAR,SSP3_v9_130115,MAR,Population|Urban|Share,%,58.239,61.04654365,63.36535251,65.28703815,66.88702649,68.22600568,69.35233929,70.30448778,71.11310202,71.80272046
NCAR,SSP3_v9_130115,MDA,Population|Urban|Share,%,46.95,49.04045162,50.95058456,52.6906886,54.27268015,55.70912713,57.01258025,58.19514167,59.26820832,60.24233807
NCAR,SSP3_v9_130115,MDG,Population|Urban|Share,%,30.189,32.0170836,33.9020187,35.83932885,37.82389576,39.84999831,41.91136699,44.00125323,46.11251214,48.23769672
NCAR,SSP3_v9_130115,MEX,Population|Urban|Share,%,77.828,79.34550465,81.16980238,83.28654795,85.63440594,88.09902393,90.52607384,92.75587395,94.66608388,96.19938251
NCAR,SSP3_v9_130115,MKD,Population|Urban|Share,%,59.313,62.10084965,64.36800216,66.22071668,67.7436355,69.00306623,70.0507046,70.92691943,71.6633944,72.2851671
NCAR,SSP3_v9_130115,MLI,Population|Urban|Share,%,35.857,37.43917338,39.01950772,40.59374395,42.15786883,43.70814935,45.24115836,46.75379191,48.24327854,49.70718156
NCAR,SSP3_v9_130115,MMR,Population|Urban|Share,%,33.647,35.30390531,36.98819271,38.69575009,40.4222868,42.16338033,43.91452489,45.67118093,47.42882407,49.18299268
NCAR,SSP3_v9_130115,MNG,Population|Urban|Share,%,62.026,64.31680013,65.94303749,67.111678,67.96015185,68.58126265,69.03886779,69.37768302,69.62949578,69.81718585
NCAR,SSP3_v9_130115,MOZ,Population|Urban|Share,%,38.434,41.73461664,44.54567915,46.90867448,48.87896517,50.51406366,51.86759669,52.98682011,53.91207418,54.67717426
NCAR,SSP3_v9_130115,MRT,Population|Urban|Share,%,41.434,41.73157395,42.11378093,42.60521989,43.23790207,44.05356573,45.10666485,46.46807616,48.22928494,50.50601842
NCAR,SSP3_v9_130115,MUS,Population|Urban|Share,%,41.837,42.00451704,42.21052941,42.46400772,42.77606773,43.16050369,43.63445829,44.21926018,44.9414607,45.83409035
NCAR,SSP3_v9_130115,MWI,Population|Urban|Share,%,19.769,21.81575673,23.86613304,25.89232002,27.86964467,29.77752777,31.59992951,33.32534721,34.9464781,36.45967305
NCAR,SSP3_v9_130115,MYS,Population|Urban|Share,%,72.171,73.79848492,75.12892406,76.22707461,77.14136578,77.90843962,78.55636394,79.10690415,79.57713882,79.98061907
NCAR,SSP3_v9_130115,NAM,Population|Urban|Share,%,37.977,39.84492135,41.59404442,43.22400022,44.73691685,46.13674527,47.42868489,48.61871684,49.71323997,50.71879718
NCAR,SSP3_v9_130115,NER,Population|Urban|Share,%,17.109,19.18784519,21.1532581,22.96277734,24.59127248,26.02914293,27.27889186,28.35132329,29.26214915,30.02934574
NCAR,SSP3_v9_130115,NGA,Population|Urban|Share,%,49.803,52.67860533,55.09242788,57.11374927,58.80626836,60.22531583,61.4175152,62.42152724,63.2691622,63.98652088
NCAR,SSP3_v9_130115,NIC,Population|Urban|Share,%,57.319,59.3348664,61.08503344,62.60633163,63.93114166,65.08741752,66.0990388,66.98629027,67.76636186,68.45381704
NCAR,SSP3_v9_130115,NLD,Population|Urban|Share,%,82.861,85.52079855,87.91267469,90.01952952,91.84000117,93.38594364,94.6788163,95.74586316,96.61673716,97.32091159
NCAR,SSP3_v9_130115,NOR,Population|Urban|Share,%,79.411,81.4677567,83.73061325,86.11816115,88.51772433,90.80329874,92.8619223,94.61754651,96.04167859,97.1481493
NCAR,SSP3_v9_130115,NPL,Population|Urban|Share,%,18.621,21.06285042,23.42493829,25.65170394,27.70467565,29.56229491,31.21741326,32.67377117,33.94245129,35.0388575
NCAR,SSP3_v9_130115,NZL,Population|Urban|Share,%,86.2,88.35564568,89.94791434,91.16749546,92.12915289,92.90557277,93.54480688,94.07978981,94.53379807,94.9237206
NCAR,SSP3_v9_130115,OMN,Population|Urban|Share,%,73.035,74.34644382,75.52808951,76.59602209,77.56410374,78.44427411,79.2468231,79.98063127,80.65337798,81.27171963
NCAR,SSP3_v9_130115,PAK,Population|Urban|Share,%,35.895,37.34484509,38.82977433,40.34816912,41.89813535,43.47749761,45.08379691,46.71429262,48.36596891,50.03554617
NCAR,SSP3_v9_130115,PAN,Population|Urban|Share,%,74.799,76.87580347,78.41019819,79.5695528,80.46162111,81.15819916,81.70864329,82.14783522,82.50102958,82.78689791
NCAR,SSP3_v9_130115,PER,Population|Urban|Share,%,76.92,77.54630027,78.20894204,78.90744212,79.64077798,80.40732579,81.20480931,82.03026487,82.88002849,83.74975038
NCAR,SSP3_v9_130115,PHL,Population|Urban|Share,%,48.903,51.37165338,53.55332472,55.4757249,57.16730906,58.65534593,59.96492288,61.11854288,62.13607027,63.03486525
NCAR,SSP3_v9_130115,PNG,Population|Urban|Share,%,12.526,15.79860165,18.41100073,20.25388955,21.44934672,22.18503959,22.62369272,22.88043007,23.02908885,23.11463635
NCAR,SSP3_v9_130115,POL,Population|Urban|Share,%,60.958,62.96108086,64.6361643,66.04250428,67.22823692,68.2322051,69.0857169,69.81406087,70.43774552,70.97348695
NCAR,SSP3_v9_130115,PRK,Population|Urban|Share,%,60.215,62.20842427,64.04586754,65.73886875,67.29896478,68.73732846,70.06454505,71.29048843,72.42426669,73.47421418
NCAR,SSP3_v9_130115,PRT,Population|Urban|Share,%,60.703,62.70982104,64.40077863,65.83063907,67.04443973,68.07891269,68.96394191,69.72386396,70.37855846,70.94433374
NCAR,SSP3_v9_130115,PRY,Population|Urban|Share,%,61.495,64.22102198,65.95480726,67.07823769,67.81653576,68.30667563,68.63438586,68.85457196,69.00301227,69.10331513
NCAR,SSP3_v9_130115,PSE,Population|Urban|Share,%,74.144,75.52619306,76.65791,77.59343188,78.37330016,79.02821461,79.58174011,80.0522006,80.45401863,80.79867435
NCAR,SSP3_v9_130115,QAT,Population|Urban|Share,%,95.831,96.54649883,97.14286226,97.63876208,98.05031838,98.39132359,98.67349285,98.90671827,99.09931248,99.25823345
NCAR,SSP3_v9_130115,ROU,Population|Urban|Share,%,57.467,59.48344547,61.23379913,62.75506906,64.07975276,65.23587839,66.24737049,67.13453923,67.91458706,68.60208173
NCAR,SSP3_v9_130115,RUS,Population|Urban|Share,%,73.167,74.47848923,75.66023628,76.72832904,77.69662932,78.57707454,79.37995121,80.11413601,80.78730426,81.40610832
NCAR,SSP3_v9_130115,RWA,Population|Urban|Share,%,18.854,21.26949526,23.65404651,25.95662037,28.13695302,30.16693497,32.03012382,33.72005456,35.23802205,36.59084273
NCAR,SSP3_v9_130115,SAU,Population|Urban|Share,%,82.074,84.85107363,87.26355463,89.33927354,91.11054953,92.61142579,93.87561694,94.93511272,95.81932828,96.55467519
NCAR,SSP3_v9_130115,SDN,Population|Urban|Share,%,40.104,40.70401944,41.34238089,42.02167167,42.74462595,43.51412013,44.33316319,45.20488081,46.13249122,47.11927085
NCAR,SSP3_v9_130115,SEN,Population|Urban|Share,%,42.379,43.1738093,44.06459072,45.06328199,46.18311745,47.43860596,48.84539667,50.4199687,52.17905668,54.13869923
NCAR,SSP3_v9_130115,SLE,Population|Urban|Share,%,38.395,39.86960551,41.3320194,42.77906744,44.20786787,45.61584052,47.00070943,48.36049979,49.69352997,50.99839962
NCAR,SSP3_v9_130115,SLV,Population|Urban|Share,%,64.305,67.34388899,69.137758,70.22892792,70.9065026,71.33304536,71.60397081,71.77705541,71.88804957,71.95940028
NCAR,SSP3_v9_130115,SOM,Population|Urban|Share,%,37.448,39.41987988,41.24010251,42.91064271,44.43679713,45.82606323,47.08724441,48.22977303,49.26322262,50.1969734
NCAR,SSP3_v9_130115,SRB,Population|Urban|Share,%,56.061,58.33468804,60.19823635,61.72926988,62.9911771,64.03491943,64.9012237,65.62261999,66.22515669,66.72977861
NCAR,SSP3_v9_130115,SVK,Population|Urban|Share,%,54.967,57.80333444,59.96093329,61.6092429,62.87536995,63.85326479,64.61231353,65.20403959,65.66700606,66.03032165
NCAR,SSP3_v9_130115,SVN,Population|Urban|Share,%,49.505,51.78447571,53.85217695,55.7228132,57.41256723,58.93788605,60.31471203,61.55803418,62.68166032,63.69813436
NCAR,SSP3_v9_130115,SWE,Population|Urban|Share,%,84.682,87.04197404,88.95314659,90.51908681,91.81582146,92.89982003,93.81358561,94.58954487,95.25276502,95.82286826
NCAR,SSP3_v9_130115,SWZ,Population|Urban|Share,%,21.373,23.56336958,25.79225391,28.03453578,30.26622131,32.46548179,34.61339576,36.69436839,38.69625331,40.61023257
NCAR,SSP3_v9_130115,SYR,Population|Urban|Share,%,55.741,57.980164,59.8413385,61.3911089,62.68503872,63.76867033,64.67902965,65.44614546,66.09439409,66.64362013
NCAR,SSP3_v9_130115,TCD,Population|Urban|Share,%,27.625,30.29882471,32.91583957,35.44401909,37.85890301,40.14353266,42.28774271,44.28708965,46.14165445,47.85488591
NCAR,SSP3_v9_130115,TGO,Population|Urban|Share,%,43.441,44.79159667,46.2038791,47.67889271,49.21718766,50.81870368,52.4826456,54.20735324,55.99017101,57.82732455
NCAR,SSP3_v9_130115,THA,Population|Urban|Share,%,33.963,35.53919903,37.15094551,38.79548447,40.46976293,42.17044457,43.89392954,45.63637937,47.39374665,49.16180934
NCAR,SSP3_v9_130115,TJK,Population|Urban|Share,%,26.319,27.72828326,29.27804517,30.98525193,32.8685315,34.94795303,37.24453206,39.77932309,42.57192308,45.63818794
NCAR,SSP3_v9_130115,TKM,Population|Urban|Share,%,49.502,51.78146538,53.84916288,55.71979913,57.40955484,58.9348756,60.31170285,61.555025,62.67864957,63.69512031
NCAR,SSP3_v9_130115,TLS,Population|Urban|Share,%,28.122,31.01769127,33.83517456,36.53626581,39.09342658,41.48924145,43.715036,45.7691092,47.65493659,49.37956037
NCAR,SSP3_v9_130115,TTO,Population|Urban|Share,%,13.877,16.55804786,19.05078656,21.23727406,23.06619889,24.54051545,25.69630713,26.58391801,27.2553967,27.75785367
NCAR,SSP3_v9_130115,TUN,Population|Urban|Share,%,67.284,68.56684907,69.31449514,69.7571095,70.02169773,70.18080841,70.27683786,70.33492355,70.37010527,70.39143177
NCAR,SSP3_v9_130115,TUR,Population|Urban|Share,%,69.649,70.4239633,70.98518533,71.39456969,71.69483136,71.91596281,72.0793192,72.20027319,72.28998512,72.35661011
NCAR,SSP3_v9_130115,TZA,Population|Urban|Share,%,26.383,27.76936591,29.2974332,30.9849235,32.85144591,34.91831846,37.2081069,39.74372609,42.54690143,45.63575267
NCAR,SSP3_v9_130115,UGA,Population|Urban|Share,%,13.295,16.25648158,18.80066314,20.80305161,22.27990066,23.3207603,24.0322015,24.5087332,24.8237242,25.03015355
NCAR,SSP3_v9_130115,UKR,Population|Urban|Share,%,68.787,69.83335561,70.59973054,71.16600647,71.58729915,71.9023831,72.13898687,72.31720728,72.45176737,72.55354567
NCAR,SSP3_v9_130115,URY,Population|Urban|Share,%,92.479,93.48185596,94.35914683,95.12451944,95.79067601,96.36928696,96.87096048,97.30525363,97.6807125,98.00493127
NCAR,SSP3_v9_130115,USA,Population|Urban|Share,%,82.286,85.06050235,87.4757245,89.55520151,91.32855776,92.82845588,94.08819086,95.13995758,96.01372528,96.7366061
NCAR,SSP3_v9_130115,UZB,Population|Urban|Share,%,36.247,37.66699598,39.13982208,40.66559962,42.24406007,43.87448462,45.55564234,47.28572888,49.06230835,50.88226136
NCAR,SSP3_v9_130115,VEN,Population|Urban|Share,%,93.353,95.53781205,97.02736244,98.02993027,98.69890087,99.14269773,99.43598328,99.62931015,99.75653301,99.84016231
NCAR,SSP3_v9_130115,VNM,Population|Urban|Share,%,30.379,32.20775164,34.09319908,36.03090556,38.01579288,40.04217869,42.103829,44.19402574,46.30564787,48.4312643
NCAR,SSP3_v9_130115,YEM,Population|Urban|Share,%,31.803,33.93963921,36.03378952,38.0724326,40.04511041,41.9438723,43.76310357,45.49927617,47.1506583,48.71701245
NCAR,SSP3_v9_130115,ZAF,Population|Urban|Share,%,61.702,63.63406076,65.20955451,66.50100858,67.56515673,68.44632483,69.17926028,69.79135797,70.30436418,70.73566635
NCAR,SSP3_v9_130115,ZMB,Population|Urban|Share,%,35.702,37.30472878,38.91806039,40.53789675,42.16019118,43.78099112,45.39647702,47.00299663,48.59709429,50.17553492
NCAR,SSP3_v9_130115,ZWE,Population|Urban|Share,%,38.254,39.53598431,40.82578594,42.12151307,43.42126678,44.72315285,46.02529323,47.32583712,48.62297134,49.91493008
NCAR,SSP3_v9_130115,AFG,Population|Urban|Share,%,22.6,24.73623896,26.86955268,28.9755396,31.03275981,33.02337976,34.93343495,36.75276984,38.47474025,40.09576878
NCAR,SSP3_v9_130115,AGO,Population|Urban|Share,%,58.504,61.36535489,63.65550124,65.49798599,66.98954586,68.20470522,69.20067475,70.02150856,70.70134804,71.26686406
NCAR,SSP3_v9_130115,ALB,Population|Urban|Share,%,51.911,54.70394887,57.27327481,59.62829331,61.78195968,63.74912287,65.54528768,67.18578929,68.68527947,70.05743627
NCAR,SSP3_v9_130115,ARE,Population|Urban|Share,%,84.05,86.56141667,88.72009549,90.5622316,92.12474064,93.4433655,94.55147808,95.47941694,96.25421252,96.89957575
NCAR,SSP3_v9_130115,ARG,Population|Urban|Share,%,92.393,94.08397819,95.41770739,96.46206271,97.2751949,97.90550092,98.39241317,98.76755688,99.05599761,99.2774256
NCAR,SSP3_v9_130115,ARM,Population|Urban|Share,%,64.191,67.22936971,69.02356699,70.11503053,70.79273758,71.21928988,71.49015731,71.6631567,71.77406231,71.84533298
NCAR,SSP3_v9_130115,AUS,Population|Urban|Share,%,89.108,90.75257396,92.17065273,93.38711699,94.42600632,95.30988209,96.05944948,96.69337824,97.22826752,97.67870866
NCAR,SSP3_v9_130115,AUT,Population|Urban|Share,%,67.553,68.82870939,69.53121911,69.92477463,70.14746642,70.27420619,70.34657758,70.38798247,70.41169692,70.42528783
NCAR,SSP3_v9_130115,AZE,Population|Urban|Share,%,51.931,53.61882584,55.3204654,57.03177087,58.74834049,60.46555849,62.17864249,63.88269755,65.57277576,67.24394004
NCAR,SSP3_v9_130115,BDI,Population|Urban|Share,%,10.999,13.9437776,16.70206708,19.05165104,20.90645818,22.2900258,23.2814847,23.97265493,24.44561956,24.76527873
NCAR,SSP3_v9_130115,BEL,Population|Urban|Share,%,97.411,97.67717226,97.91656493,98.13175747,98.32510353,98.49874616,98.65463294,98.79453089,98.92004081,99.03261096
