# File:UrbanShare_SSP.csv
# Title: country level urban share from SSP database across SSPs
# Units:ppl, constant 2015 prices
# Source: SSP database
# Column types: cccccnnnnnnnnnn
# ----------
MODEL,SCENARIO,REGION,VARIABLE,UNIT,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
NCAR,SSP1_v9_130115,ARM,Population|Urban|Share,%,64.191,72.25137158,78.01124008,82.19832619,85.31916142,87.7045655,89.5699337,91.05798372,92.26556798,93.26007277
NCAR,SSP1_v9_130115,AUS,Population|Urban|Share,%,89.108,90.75257396,92.17065273,93.38711699,94.42600632,95.30988209,96.05944948,96.69337824,97.22826752,97.67870866
NCAR,SSP1_v9_130115,AUT,Population|Urban|Share,%,67.553,73.66591899,78.54014659,82.41858107,85.51558632,88.00370887,90.01662198,91.65646162,93.00113421,94.11033001
NCAR,SSP1_v9_130115,AZE,Population|Urban|Share,%,51.931,60.56040284,68.06888999,74.35962482,79.50569553,83.65626818,86.97781458,89.6254288,91.73229883,93.40817489
NCAR,SSP1_v9_130115,BDI,Population|Urban|Share,%,10.999,17.02659709,25.11686562,34.94101179,45.6314227,56.10712018,65.51057168,73.41645124,79.77159444,84.73397048
NCAR,SSP1_v9_130115,BEL,Population|Urban|Share,%,97.411,97.67717226,97.91656493,98.13175747,98.32510353,98.49874616,98.65463294,98.79453089,98.92004081,99.03261096
NCAR,SSP1_v9_130115,BEN,Population|Urban|Share,%,42.044,52.02718285,60.92280384,68.4093078,74.5084804,79.40062349,83.3037951,86.41897278,88.91312288,90.91878981
NCAR,SSP1_v9_130115,BFA,Population|Urban|Share,%,25.689,38.64434494,51.99764784,63.76546027,73.13734383,80.21325176,85.43336811,89.25609935,92.05504496,94.10984272
NCAR,SSP1_v9_130115,BGD,Population|Urban|Share,%,28.067,38.14881177,48.54277989,58.26105586,66.70624495,73.6974803,79.31928187,83.76875597,87.26320638,89.99914154
NCAR,SSP1_v9_130115,BGR,Population|Urban|Share,%,71.458,79.10793584,83.8415861,86.98346326,89.19440546,90.82372602,92.06895134,93.04873876,93.83812008,94.48663008
NCAR,SSP2_v9_130115,BIH,Population|Urban|Share,%,48.621,54.58979045,59.82236261,64.33486382,68.19554373,71.49122884,74.30868559,76.72616586,78.81068707,80.61810555
NCAR,SSP2_v9_130115,BLR,Population|Urban|Share,%,74.695,78.21077097,81.30231662,83.99996805,86.33943494,88.35829432,90.09362689,91.58054871,92.85139441,93.93534902
NCAR,SSP2_v9_130115,BOL,Population|Urban|Share,%,66.545,70.34995594,73.75456229,76.78358319,79.46794976,81.84086433,83.93529682,85.78251199,87.41130461,88.84769226
NCAR,SSP2_v9_130115,BRA,Population|Urban|Share,%,86.529,88.708723,90.21838642,91.32022058,92.15671402,92.81144396,93.33647753,93.76586118,94.12275846,94.4234579
NCAR,SSP2_v9_130115,BWA,Population|Urban|Share,%,61.134,66.96949823,71.5444342,75.15292449,78.03294588,80.36345317,82.27571265,83.86566006,85.20384518,86.3427066
NCAR,SSP2_v9_130115,CAF,Population|Urban|Share,%,38.943,44.95317556,50.49503122,55.46521362,59.84298828,63.65894653,66.96899853,69.83722738,72.32631921,74.49307396
NCAR,SSP2_v9_130115,CAN,Population|Urban|Share,%,80.582,83.85301438,86.58707817,88.86448186,90.75755457,92.32928718,93.63342628,94.71525834,95.61264924,96.35711432
NCAR,SSP2_v9_130115,CHE,Population|Urban|Share,%,73.623,77.42932769,80.68572215,83.46317964,85.82921022,87.84461292,89.56246123,91.0282477,92.28056149,93.35195372
NCAR,SSP2_v9_130115,CHL,Population|Urban|Share,%,89.004,91.349002,93.2319382,94.72869258,95.90896492,96.83380121,97.55489528,98.11495891,98.54864567,98.8836904
NCAR,SSP2_v9_130115,CHN,Population|Urban|Share,%,46.955,54.66824757,60.92527328,65.9008062,69.84808177,73.00065431,75.54566061,77.62513798,79.34488931,80.78354645
NCAR,SSP2_v9_130115,CIV,Population|Urban|Share,%,50.561,57.04314723,62.33896869,66.62050585,70.08431212,72.90482522,75.22269695,77.14687234,78.76049046,80.12685204
NCAR,SSP2_v9_130115,CMR,Population|Urban|Share,%,58.397,65.09288936,69.88417162,73.37099459,75.96822626,77.9480012,79.48876293,80.70961428,81.69193644,82.49270253
NCAR,SSP2_v9_130115,COD,Population|Urban|Share,%,35.218,41.59785753,47.59541508,53.03467681,57.84903371,62.04753998,65.68082864,68.81643272,71.52414442,73.86869839
NCAR,SSP2_v9_130115,COG,Population|Urban|Share,%,62.119,67.47812611,71.83474396,75.38351223,78.29428102,80.70371164,82.71803041,84.41876464,85.86838559,87.11496461
NCAR,SSP2_v9_130115,COL,Population|Urban|Share,%,75.071,79.28748135,82.55084503,85.1197643,87.17627557,88.84841302,90.2271967,91.37832264,92.35000037,93.1781959
NCAR,SSP2_v9_130115,CRI,Population|Urban|Share,%,64.417,69.17792147,73.20940155,76.61618673,79.49944313,81.94841617,84.0383337,85.83114723,87.37731132,88.717752
NCAR,SSP2_v9_130115,CUB,Population|Urban|Share,%,75.225,79.04796314,82.17148137,84.73939955,86.86600272,88.64042716,90.13182113,91.39391355,92.46867715,93.38914196
NCAR,SSP2_v9_130115,CYP,Population|Urban|Share,%,70.32,74.17097489,77.33091538,79.94418119,82.12518805,83.96271446,85.52520211,86.86548271,88.0245599,89.03449856
NCAR,SSP2_v9_130115,CZE,Population|Urban|Share,%,73.541,77.3498118,80.60606749,83.38218657,85.74663325,87.76078696,89.4780312,90.94398585,92.19725128,93.27032089
NCAR,SSP2_v9_130115,DEU,Population|Urban|Share,%,73.849,77.64818993,80.90498024,83.68627435,86.05682937,88.07576802,89.79527132,91.26047115,92.50993469,93.57639145
NCAR,SSP2_v9_130115,DNK,Population|Urban|Share,%,86.866,88.90049694,90.23125381,91.15955709,91.83731158,92.34904719,92.74542654,93.05861926,93.31001723,93.51439172
NCAR,SSP2_v9_130115,DOM,Population|Urban|Share,%,69.181,73.45212956,76.8740405,79.64437381,81.91428427,83.79690315,85.37657012,86.71645448,87.86428873,88.85652874
NCAR,SSP2_v9_130115,DZA,Population|Urban|Share,%,66.497,70.70539241,74.41989834,77.67696431,80.52090108,82.99792345,85.15263069,87.0261708,88.65547265,90.07310668
NCAR,SSP2_v9_130115,ECU,Population|Urban|Share,%,66.947,70.78503223,74.26574562,77.39552022,80.19025989,82.67188528,84.86558221,86.79777874,88.49474397,89.98167769
NCAR,SSP2_v9_130115,EGY,Population|Urban|Share,%,43.402,49.68387267,55.33544655,60.29863474,64.59606287,68.29168955,71.46395679,74.19079979,76.54272901,78.58052308
NCAR,SSP2_v9_130115,ERI,Population|Urban|Share,%,21.577,26.50668505,31.7404842,37.07253111,42.30893225,47.2960735,51.93249385,56.16626302,59.98429913,63.39972254
NCAR,SSP2_v9_130115,ESP,Population|Urban|Share,%,77.396,80.67501035,83.57422665,86.10947975,88.30524754,90.19128162,91.79981298,93.16341576,94.3134994,95.27933968
NCAR,SSP2_v9_130115,EST,Population|Urban|Share,%,69.487,72.86790388,75.86894345,78.52538314,80.87349682,82.94822425,84.78192204,86.40382129,87.83991289,89.11307301
NCAR,SSP2_v9_130115,ETH,Population|Urban|Share,%,16.661,20.90784256,25.68529974,30.85664201,36.24580154,41.66664336,46.95168397,51.97134254,56.64067192,60.91597486
NCAR,SSP2_v9_130115,FIN,Population|Urban|Share,%,85.09,87.28193688,89.12655019,90.68355178,92.00184179,93.12136539,94.07477514,94.88883165,95.58554736,96.1831057
NCAR,SSP2_v9_130115,FRA,Population|Urban|Share,%,85.251,87.48313752,89.25855516,90.69540072,91.87595697,92.85876289,93.686335,94.39015573,94.99395525,95.51591315
NCAR,SSP2_v9_130115,GAB,Population|Urban|Share,%,86.028,88.75731801,90.04117856,90.74068928,91.15233935,91.40561013,91.56571653,91.66866635,91.73558985,91.77940289
NCAR,SSP2_v9_130115,GBR,Population|Urban|Share,%,79.638,83.40742928,86.07770599,88.05090268,89.56036706,90.74826973,91.70521673,92.49128015,93.14767431,93.70352408
NCAR,SSP2_v9_130115,GEO,Population|Urban|Share,%,52.747,58.65770224,63.51302501,67.47492936,70.7139807,73.37916944,75.59100231,77.44373948,79.0101782,80.34642611
NCAR,SSP2_v9_130115,GHA,Population|Urban|Share,%,51.471,57.79165617,62.8929235,66.97911408,70.26160043,72.9196607,75.0940549,76.89194899,78.39416896,79.66174777
NCAR,SSP2_v9_130115,GIN,Population|Urban|Share,%,35.361,41.62295348,47.55076182,52.97133248,57.80989351,62.06325548,65.77034721,68.98947459,71.78394614,74.21431045
NCAR,SSP2_v9_130115,GMB,Population|Urban|Share,%,58.149,65.00581167,69.85725431,73.35294168,75.93475728,77.88831606,79.39865112,80.5880761,81.53952377,82.31069411
NCAR,SSP2_v9_130115,GNB,Population|Urban|Share,%,30.003,35.72588615,41.57966384,47.36140319,52.90192871,58.08096969,62.82850007,67.11693619,70.94970615,74.35012221
NCAR,SSP2_v9_130115,GRC,Population|Urban|Share,%,61.414,66.81354236,71.19286287,74.75208099,77.66560014,80.07329456,82.08348964,83.77902631,85.22317273,86.46446855
NCAR,SSP2_v9_130115,GTM,Population|Urban|Share,%,49.458,55.62401781,60.80343424,65.09834024,68.64964467,71.59499464,74.05293925,76.11995734,77.87256269,79.37082105
NCAR,SSP2_v9_130115,HND,Population|Urban|Share,%,51.604,57.75650226,62.87037363,67.07892531,70.54077405,73.40213675,75.78495124,77.78645235,79.482701,80.93283564
NCAR,SSP2_v9_130115,HRV,Population|Urban|Share,%,57.738,63.81552995,68.44483944,71.99670438,74.76074611,76.94650959,78.70237443,80.13352529,81.31533526,82.30261497
NCAR,SSP2_v9_130115,HTI,Population|Urban|Share,%,52.087,60.62551785,66.86100978,71.41285761,74.793134,77.35918446,79.34996325,80.92526467,82.19363758,83.23038186
NCAR,SSP2_v9_130115,HUN,Population|Urban|Share,%,68.095,71.44774265,74.48374115,77.21917529,79.67457247,81.87254929,83.83623011,85.58820615,87.14989863,88.54120919
NCAR,SSP2_v9_130115,IDN,Population|Urban|Share,%,44.281,50.75271536,56.35230606,61.0913965,65.06266386,68.38378297,71.16872899,73.51658028,75.50917138,77.21245287
NCAR,SSP2_v9_130115,IND,Population|Urban|Share,%,30.01,35.7329576,41.58672394,47.36842472,52.9089256,58.08797532,62.83554815,67.12404882,70.95688925,74.35736612
NCAR,SSP2_v9_130115,IRL,Population|Urban|Share,%,61.941,67.34854151,71.73409382,75.29849862,78.21638596,80.62769944,82.6408001,84.33856687,85.78431398,87.02663253
NCAR,SSP2_v9_130115,IRN,Population|Urban|Share,%,70.753,74.79270381,78.04085054,80.68081075,82.85209956,84.65916681,86.18009517,87.47359165,88.58420367,89.54609888
NCAR,SSP2_v9_130115,IRQ,Population|Urban|Share,%,66.173,71.10636017,75.08876804,78.3220917,80.97114683,83.16401284,84.99834867,86.54830863,87.8703909,89.00795429
NCAR,SSP2_v9_130115,ISR,Population|Urban|Share,%,91.853,92.18541941,92.50538193,92.81326512,93.10944242,93.39428249,93.66814864,93.93139837,94.18438289,94.4274468
NCAR,SSP2_v9_130115,ITA,Population|Urban|Share,%,68.36,71.62203834,74.63854765,77.40658991,79.9294257,82.21510566,84.27515909,86.12344606,87.77520158,89.24627343
NCAR,SSP2_v9_130115,JAM,Population|Urban|Share,%,52.006,58.70321448,63.78114059,67.62704705,70.5698985,72.85396537,74.65303416,76.08981829,77.25160755,78.20134312
NCAR,SSP2_v9_130115,JOR,Population|Urban|Share,%,78.527,82.25065851,85.09911792,87.32486922,89.09817842,90.53553417,91.7182273,92.7041892,93.53555531,94.24356355
NCAR,SSP2_v9_130115,JPN,Population|Urban|Share,%,66.833,70.68606665,74.1627396,77.27567698,80.0462525,82.50075142,84.66758212,86.57536502,88.25170927,89.72249427
NCAR,SSP2_v9_130115,KAZ,Population|Urban|Share,%,58.506,64.96740867,69.74214909,73.31353229,76.03597604,78.15310714,79.83057389,81.18208685,82.28706571,83.20208264
NCAR,SSP2_v9_130115,KEN,Population|Urban|Share,%,22.18,27.3265561,32.72824142,38.15216168,43.39442003,48.30767354,52.80699475,56.86038814,60.47323908,63.6733618
NCAR,SSP2_v9_130115,KGZ,Population|Urban|Share,%,34.549,40.52135116,46.32932144,51.79492799,56.81064267,61.33116415,65.35644956,68.91437543,72.04705859,74.80163345
NCAR,SSP2_v9_130115,KHM,Population|Urban|Share,%,20.108,24.25736665,28.86090392,33.83627237,39.07093019,44.43354629,49.78857572,55.01047448,59.99450652,64.66259972
NCAR,SSP2_v9_130115,KOR,Population|Urban|Share,%,82.958,85.6173729,88.01051349,90.11844874,91.93859021,93.48222418,94.7707787,95.8318194,96.69549312,97.39179944
NCAR,SSP2_v9_130115,LAO,Population|Urban|Share,%,33.184,40.90275404,47.98798912,54.15882871,59.37011429,63.70646447,67.2993055,70.2820047,72.77166461,74.8646811
NCAR,SSP2_v9_130115,LBN,Population|Urban|Share,%,87.244,89.09759518,90.3989511,91.35752301,92.08963222,92.66471781,93.12666462,93.50451244,93.81821772,94.08193464
NCAR,SSP2_v9_130115,LBR,Population|Urban|Share,%,47.815,54.47881113,60.09724982,64.75286134,68.59069726,71.76080741,74.39496403,76.60100667,78.46441158,80.05205276
NCAR,SSP2_v9_130115,LBY,Population|Urban|Share,%,77.888,81.71802398,84.63699253,86.91109926,88.71891415,90.18195543,91.38460273,92.38671995,93.23167512,93.95150679
NCAR,SSP2_v9_130115,LKA,Population|Urban|Share,%,14.312,18.20399573,22.67682633,27.62115227,32.8754569,38.25243713,43.57048494,48.67913302,53.4720128,57.88751673
NCAR,SSP2_v9_130115,LSO,Population|Urban|Share,%,26.884,33.93397401,40.94965982,47.52112155,53.41152995,58.5428968,62.94118425,66.68350594,69.86301543,72.57032063
NCAR,SSP2_v9_130115,LTU,Population|Urban|Share,%,66.984,70.6825154,74.02966637,77.03769212,79.7262468,82.11918607,84.24220289,86.12119432,87.78120418,89.2457912
NCAR,SSP2_v9_130115,LVA,Population|Urban|Share,%,67.72,71.07744053,74.11326691,76.84561155,79.2966226,81.49016578,83.45026176,85.20009294,86.76142447,88.1543114
NCAR,SSP2_v9_130115,MAR,Population|Urban|Share,%,58.239,64.49252748,69.1167304,72.57721893,75.21482198,77.26424765,78.88552008,80.18880465,81.25125408,82.12796243
NCAR,SSP2_v9_130115,MDA,Population|Urban|Share,%,46.95,53.3929415,59.05467149,63.9283029,68.08001057,71.60445091,74.59925488,77.15324032,79.34244743,81.22997805
NCAR,SSP2_v9_130115,MDG,Population|Urban|Share,%,30.189,36.24248099,42.27987421,48.06660485,53.44146355,58.31926523,62.67588416,66.52791455,69.91466717,72.88523655
NCAR,SSP2_v9_130115,MEX,Population|Urban|Share,%,77.828,81.21376855,84.04383712,86.41309094,88.40175183,90.07615386,91.49056131,92.68918453,93.7080391,94.57653073
NCAR,SSP2_v9_130115,MKD,Population|Urban|Share,%,59.313,65.5745726,70.1562442,73.55940545,76.1397942,78.13742428,79.71363643,80.97838039,82.00808324,82.85701286
NCAR,SSP2_v9_130115,MLI,Population|Urban|Share,%,35.857,42.70009478,48.98597205,54.54012444,59.33165814,63.413468,66.87406164,69.80871485,72.30559404,74.44071549
NCAR,SSP2_v9_130115,MMR,Population|Urban|Share,%,33.647,39.93426105,45.91571929,51.39650012,56.28822565,60.58179986,64.31529078,67.5486544,70.34769935,72.77546215
NCAR,SSP2_v9_130115,MNG,Population|Urban|Share,%,62.026,67.43342811,71.8190715,75.38373166,78.30195665,80.71362056,82.72703782,84.42506025,85.87098865,87.1134094
NCAR,SSP2_v9_130115,MOZ,Population|Urban|Share,%,38.434,45.23728804,51.30737394,56.54400393,60.97833839,64.70329567,67.82858981,70.45833776,72.68257771,74.57574152
NCAR,SSP2_v9_130115,MRT,Population|Urban|Share,%,41.434,47.60774241,53.06213739,57.76322186,61.76196747,65.14571151,68.00893917,70.43919715,72.51196433,74.2899821
NCAR,SSP2_v9_130115,MUS,Population|Urban|Share,%,41.837,48.13675131,53.6470305,58.3494757,62.31331651,65.64093768,68.43738118,70.79692614,72.799054,74.50872611
NCAR,SSP2_v9_130115,MWI,Population|Urban|Share,%,19.769,23.94150249,28.5807902,33.60094467,38.88430972,44.2939922,49.68963486,54.94251212,59.94665821,64.6245093
NCAR,SSP2_v9_130115,MYS,Population|Urban|Share,%,72.171,75.79375538,79.09347452,82.05951373,84.69380563,87.00840907,89.02281595,90.76136071,92.25096024,93.51929726
NCAR,SSP2_v9_130115,NAM,Population|Urban|Share,%,37.977,44.16133418,49.92661017,55.14036088,59.75999789,63.80280864,67.3182797,70.36860033,73.01713306,75.32259972
NCAR,SSP2_v9_130115,NER,Population|Urban|Share,%,17.109,21.11254487,25.60725099,30.4952138,35.64301477,40.89958,46.11676818,51.16672266,55.95217833,60.40916516
NCAR,SSP2_v9_130115,NGA,Population|Urban|Share,%,49.803,56.21986903,61.58245177,66.00473143,69.64241884,72.6457144,75.14242987,77.23546629,79.0056665,80.51598168
NCAR,SSP2_v9_130115,NIC,Population|Urban|Share,%,57.319,63.17142142,67.42052031,70.54652578,72.88903078,74.67715241,76.06509978,77.15814992,78.02962582,78.73169226
NCAR,SSP2_v9_130115,NLD,Population|Urban|Share,%,82.861,85.52079855,87.91267469,90.01952952,91.84000117,93.38594364,94.6788163,95.74586316,96.61673716,97.32091159
NCAR,SSP2_v9_130115,NOR,Population|Urban|Share,%,79.411,83.16517704,85.8453074,87.83691413,89.36680879,90.57460032,91.54996119,92.35270913,93.02408439,93.59334553
NCAR,SSP2_v9_130115,NPL,Population|Urban|Share,%,18.621,23.03227059,27.93177739,33.18392867,38.62161499,44.07166556,49.37895562,54.42246329,59.12108104,63.43106194
NCAR,SSP2_v9_130115,NZL,Population|Urban|Share,%,86.2,88.35564568,89.94791434,91.16749546,92.12915289,92.90557277,93.54480688,94.07978981,94.53379807,94.9237206
NCAR,SSP2_v9_130115,OMN,Population|Urban|Share,%,73.035,76.71650491,80.00043196,82.89877418,85.43374317,87.63394071,89.53124805,91.15847593,92.54770925,93.72922926
NCAR,SSP2_v9_130115,PAK,Population|Urban|Share,%,35.895,41.96524634,47.72528689,53.01777387,57.77077694,61.97611341,65.66466235,68.88659599,71.69833882,74.1551393
NCAR,SSP2_v9_130115,PAN,Population|Urban|Share,%,74.799,78.93769712,82.20416968,84.81502157,86.92951511,88.66376499,90.10278318,91.30943502,92.33079161,93.20256813
NCAR,SSP2_v9_130115,PER,Population|Urban|Share,%,76.92,80.22954517,83.0517203,85.45580783,87.50408754,89.25079194,90.74228558,92.01779739,93.11034062,94.04763599
NCAR,SSP2_v9_130115,PHL,Population|Urban|Share,%,48.903,54.99251614,60.19439932,64.57387437,68.24267832,71.3191386,73.91031695,76.1064397,77.98096885,79.59276699
NCAR,SSP2_v9_130115,PNG,Population|Urban|Share,%,12.526,16.45776073,21.02987933,26.07959552,31.37818119,36.68132794,41.7788165,46.52353025,50.83565154,54.69039938
NCAR,SSP2_v9_130115,POL,Population|Urban|Share,%,60.958,66.35669866,70.73554795,74.2940717,77.20663166,79.61321793,81.62228301,83.31676497,84.75999522,86.0005495
NCAR,SSP2_v9_130115,PRK,Population|Urban|Share,%,60.215,66.07743075,70.45878055,73.77691491,76.3358662,78.34642261,79.95377241,81.25892523,82.33331835,83.22841389
NCAR,SSP2_v9_130115,PRT,Population|Urban|Share,%,60.703,66.15957617,70.5891161,74.19015101,77.13771506,79.57297108,81.60555228,83.31941799,84.77873028,86.03272249
NCAR,SSP2_v9_130115,PRY,Population|Urban|Share,%,61.495,66.89466539,71.27408212,74.83344823,77.74715968,80.15506305,82.16545844,83.86116907,85.30545249,86.54684297
NCAR,SSP2_v9_130115,PSE,Population|Urban|Share,%,74.144,77.87121125,81.05349743,83.76417642,86.07163491,88.0366675,89.71185306,91.14195081,92.36473067,93.41192652
NCAR,SSP2_v9_130115,QAT,Population|Urban|Share,%,95.831,96.54649883,97.14286226,97.63876208,98.05031838,98.39132359,98.67349285,98.90671827,99.09931248,99.25823345
NCAR,SSP2_v9_130115,ROU,Population|Urban|Share,%,57.467,63.32081114,67.56920841,70.69434147,73.03640729,74.82462696,76.21314815,77.30714537,78.17984088,78.88331312
NCAR,SSP2_v9_130115,RUS,Population|Urban|Share,%,73.167,77.1284621,80.44864372,83.23365172,85.57591753,87.55289095,89.22820057,90.65364848,91.87128916,92.91529364
NCAR,SSP2_v9_130115,RWA,Population|Urban|Share,%,18.854,23.23289084,28.11756535,33.38912287,38.89307647,44.46087599,49.93289335,55.1763285,60.09453902,64.6280196
NCAR,SSP2_v9_130115,SAU,Population|Urban|Share,%,82.074,84.85107363,87.26355463,89.33927354,91.11054953,92.61142579,93.87561694,94.93511272,95.81932828,96.55467519
NCAR,SSP2_v9_130115,SDN,Population|Urban|Share,%,40.104,46.32134291,51.88476399,56.72978461,60.88446176,64.4220177,67.42958899,69.99168215,72.18316427,74.06739152
NCAR,SSP2_v9_130115,SEN,Population|Urban|Share,%,42.379,48.82214662,54.5166085,59.4235536,63.59587221,67.12561066,70.1124327,72.64852282,74.81316486,76.67209481
NCAR,SSP2_v9_130115,SLE,Population|Urban|Share,%,38.395,44.39222886,50.02186396,55.15779811,59.75122834,63.80773933,67.36457305,70.47352315,73.19007142,75.56739084
NCAR,SSP2_v9_130115,SLV,Population|Urban|Share,%,64.305,69.0101369,73.02136746,76.43119503,79.33151588,81.8051255,83.92300533,85.74443194,87.31824993,88.68447454
NCAR,SSP2_v9_130115,SOM,Population|Urban|Share,%,37.448,43.34146959,48.91797748,54.0445948,58.66156433,62.76338513,66.37812545,69.5508542,72.33253342,74.77351693
NCAR,SSP2_v9_130115,SRB,Population|Urban|Share,%,56.061,62.03776626,66.56878075,70.02454594,72.69535242,74.79119209,76.46058627,77.80867318,78.9106933,79.82129875
NCAR,SSP2_v9_130115,SVK,Population|Urban|Share,%,54.967,60.93385806,65.42029327,68.81220383,71.41018534,73.43014874,75.02380697,76.29795971,77.32868262,78.17102291
NCAR,SSP2_v9_130115,SVN,Population|Urban|Share,%,49.505,55.74854241,60.93155315,65.18240214,68.66325748,71.5259478,73.89753225,75.87921816,77.54993833,78.97083816
NCAR,SSP2_v9_130115,SWE,Population|Urban|Share,%,84.682,87.04197404,88.95314659,90.51908681,91.81582146,92.89982003,93.81358561,94.58954487,95.25276502,95.82286826
NCAR,SSP2_v9_130115,SWZ,Population|Urban|Share,%,21.373,26.35516024,31.6425669,37.01828124,42.28044762,47.27222787,51.8931932,56.09507507,59.86940588,63.23371867
NCAR,SSP2_v9_130115,SYR,Population|Urban|Share,%,55.741,61.65011064,66.15017483,69.59494393,72.26479604,74.36436463,76.03938628,77.39358988,78.50152821,79.41754208
NCAR,SSP2_v9_130115,TCD,Population|Urban|Share,%,27.625,33.85879825,40.08958639,46.02764085,51.48314779,56.3673113,60.66766146,64.41810649,67.67485934,70.50082803
NCAR,SSP2_v9_130115,TGO,Population|Urban|Share,%,43.441,50.26275914,56.097685,60.96780083,64.99178757,68.31281933,71.06454843,73.35968243,75.28896596,76.923971
NCAR,SSP2_v9_130115,THA,Population|Urban|Share,%,33.963,39.8648228,45.58237713,50.94105626,55.83968376,60.23993088,64.14773175,67.59528069,70.6273562,73.29241264
NCAR,SSP2_v9_130115,TJK,Population|Urban|Share,%,26.319,32.04669341,37.87358869,43.54991595,48.88812091,53.77627853,58.16908743,62.06891727,65.5067147,68.52728725
NCAR,SSP2_v9_130115,TKM,Population|Urban|Share,%,49.502,55.70213976,60.88207474,65.15586533,68.67410334,71.58090949,73.99872466,76.02619077,77.74092534,79.20348191
NCAR,SSP2_v9_130115,TLS,Population|Urban|Share,%,28.122,34.4751132,40.8162351,46.84979637,52.38419314,57.3316676,61.68210282,65.47201201,68.75993995,71.61068704
NCAR,SSP2_v9_130115,TTO,Population|Urban|Share,%,13.877,17.92585181,22.59926864,27.75599831,33.19520057,38.69519469,44.0546716,49.12079524,53.79837068,58.04401527
NCAR,SSP2_v9_130115,TUN,Population|Urban|Share,%,67.284,70.76129244,73.92399901,76.78280252,79.3543216,81.658644,83.71748052,85.5528597,87.18625629,88.63804794
NCAR,SSP2_v9_130115,TUR,Population|Urban|Share,%,69.649,72.53665373,75.27064288,77.83621804,80.22328933,82.42634336,84.44412329,86.27912928,87.93700481,89.42587237
NCAR,SSP2_v9_130115,TZA,Population|Urban|Share,%,26.383,32.11185253,37.93857525,43.61418286,48.95177353,53.83980008,58.23308094,62.13393761,65.57319127,68.59550784
NCAR,SSP2_v9_130115,UGA,Population|Urban|Share,%,13.295,17.28766044,21.85920783,26.83436038,31.98697693,37.08907872,41.95357744,46.45558788,50.53194501,54.16787286
NCAR,SSP2_v9_130115,UKR,Population|Urban|Share,%,68.787,72.32867296,75.4736218,78.25603646,80.71247819,82.8789698,84.78935525,86.47450499,87.96204855,89.27641432
NCAR,SSP2_v9_130115,URY,Population|Urban|Share,%,92.479,93.48185596,94.35914683,95.12451944,95.79067601,96.36928696,96.87096048,97.30525363,97.6807125,98.00493127
NCAR,SSP2_v9_130115,USA,Population|Urban|Share,%,82.286,85.06050235,87.4757245,89.55520151,91.32855776,92.82845588,94.08819086,95.13995758,96.01372528,96.7366061
NCAR,SSP2_v9_130115,UZB,Population|Urban|Share,%,36.247,42.23331121,47.93829957,53.20914605,57.97071301,62.20784342,65.94379302,69.22212803,72.09423584,74.61184492
NCAR,SSP2_v9_130115,VEN,Population|Urban|Share,%,93.353,95.53781205,97.02736244,98.02993027,98.69890087,99.14269773,99.43598328,99.62931015,99.75653301,99.84016231
NCAR,SSP2_v9_130115,VNM,Population|Urban|Share,%,30.379,36.52719098,42.67335577,48.57504772,54.06339144,59.04729854,63.49899386,67.4334114,70.88962684,73.91736853
NCAR,SSP2_v9_130115,YEM,Population|Urban|Share,%,31.803,38.57147503,44.96201486,50.72348781,55.76104936,60.08721196,63.77017885,66.89778254,69.55763512,71.82831874
NCAR,SSP2_v9_130115,ZAF,Population|Urban|Share,%,61.702,67.15182772,71.52205232,75.04018769,77.89778089,80.24452711,82.19403585,83.83180095,85.2222734,86.41437809
NCAR,SSP2_v9_130115,ZMB,Population|Urban|Share,%,35.702,41.82489521,47.67059778,53.07119885,57.94344132,62.26980105,66.07471706,69.40458532,72.31404678,74.85787613
NCAR,SSP2_v9_130115,ZWE,Population|Urban|Share,%,38.254,44.24947779,49.87899046,55.0154577,59.60947124,63.66633369,67.2232153,70.33194623,73.04808563,75.42488841
NCAR,SSP2_v9_130115,AFG,Population|Urban|Share,%,22.6,27.57538516,32.8211671,38.13732553,43.33955306,48.28417487,52.87762269,57.07295653,60.85947039,64.25081421
NCAR,SSP2_v9_130115,AGO,Population|Urban|Share,%,58.504,65.45493657,70.40799003,74.00000867,76.66945984,78.70200501,80.28370828,81.53802708,82.54889136,83.37480491
NCAR,SSP2_v9_130115,ALB,Population|Urban|Share,%,51.911,59.56991381,65.19410474,69.32680109,72.4095546,74.75335436,76.56918508,78.00019296,79.14490022,80.07244296
NCAR,SSP2_v9_130115,ARE,Population|Urban|Share,%,84.05,86.56141667,88.72009549,90.5622316,92.12474064,93.4433655,94.55147808,95.47941694,96.25421252,96.89957575
NCAR,SSP2_v9_130115,ARG,Population|Urban|Share,%,92.393,94.08397819,95.41770739,96.46206271,97.2751949,97.90550092,98.39241317,98.76755688,99.05599761,99.2774256
NCAR,SSP2_v9_130115,ARM,Population|Urban|Share,%,64.191,68.89658895,72.93672597,76.3912156,79.34293558,81.86882265,84.03633779,85.90283183,87.51625451,88.91636446
NCAR,SSP2_v9_130115,AUS,Population|Urban|Share,%,89.108,90.75257396,92.17065273,93.38711699,94.42600632,95.30988209,96.05944948,96.69337824,97.22826752,97.67870866
NCAR,SSP2_v9_130115,AUT,Population|Urban|Share,%,67.553,70.9216075,73.98632169,76.75911535,79.25698595,81.4997483,83.50840974,85.30403891,86.90702313,88.33661549
